Year,NOC,Total,Gold,Historical_Medals,Total_Events,Total_Participants,Gender_Ratio,Is_Host
1988,ESA,0.0,0.0,0.0,7,6,0.8333333333333334,0
1992,ESA,0.0,0.0,0.0,6,4,0.75,0
1996,ESA,0.0,0.0,0.0,10,8,0.75,0
2000,ESA,0.0,0.0,0.0,10,8,0.5,0
2004,ESA,0.0,0.0,0.0,9,7,0.2857142857142857,0
2008,ESA,0.0,0.0,0.0,14,11,0.36363636363636365,0
2012,ESA,0.0,0.0,0.0,11,10,0.5,0
2016,ESA,0.0,0.0,0.0,10,8,0.625,0
2020,ESA,0.0,0.0,0.0,7,5,0.6,0
2024,ESA,0.0,0.0,0.0,9,8,0.875,0
1900,ESP,1.0,1.0,0.0,7,9,1.0,0
1920,ESP,2.0,0.0,1.0,29,58,1.0,0
1924,ESP,0.0,0.0,3.0,44,95,0.9789473684210527,0
1928,ESP,1.0,1.0,3.0,34,80,1.0,0
1932,ESP,1.0,0.0,4.0,4,7,1.0,0
1948,ESP,1.0,0.0,5.0,37,65,1.0,0
1952,ESP,1.0,0.0,6.0,21,27,1.0,0
1956,ESP,0.0,0.0,7.0,4,6,1.0,0
1960,ESP,1.0,0.0,7.0,83,143,0.9230769230769231,0
1964,ESP,0.0,0.0,8.0,35,50,0.94,0
1968,ESP,0.0,0.0,8.0,50,122,0.9836065573770492,0
1972,ESP,1.0,0.0,8.0,59,122,0.9590163934426229,0
1976,ESP,2.0,0.0,9.0,68,113,0.911504424778761,0
1980,ESP,6.0,1.0,11.0,75,155,0.9419354838709677,0
1984,ESP,5.0,1.0,17.0,104,179,0.9106145251396648,0
1988,ESP,4.0,1.0,22.0,130,226,0.8716814159292036,0
1992,ESP,22.0,13.0,26.0,195,412,0.7038834951456311,1
1996,ESP,17.0,5.0,48.0,157,284,0.6725352112676056,0
2000,ESP,11.0,3.0,65.0,165,316,0.680379746835443,0
2004,ESP,20.0,3.0,76.0,155,313,0.5623003194888179,0
2008,ESP,19.0,5.0,96.0,147,282,0.574468085106383,0
2012,ESP,20.0,4.0,115.0,135,278,0.60431654676259,0
2016,ESP,17.0,7.0,135.0,146,306,0.5359477124183006,0
2020,ESP,17.0,3.0,152.0,162,333,0.5765765765765766,0
2024,ESP,18.0,5.0,169.0,177,400,0.495,0
1920,EST,3.0,1.0,0.0,19,14,1.0,0
1924,EST,6.0,1.0,3.0,26,37,1.0,0
1928,EST,5.0,2.0,9.0,19,20,1.0,0
1932,EST,0.0,0.0,14.0,3,2,1.0,0
1936,EST,7.0,2.0,14.0,29,33,1.0,0
1992,EST,2.0,1.0,21.0,35,37,0.8918918918918919,0
1996,EST,0.0,0.0,23.0,36,43,0.813953488372093,0
2000,EST,3.0,1.0,23.0,29,33,0.9393939393939394,0
2004,EST,3.0,0.0,26.0,34,42,0.7380952380952381,0
2008,EST,2.0,1.0,29.0,42,47,0.723404255319149,0
2012,EST,2.0,0.0,31.0,30,32,0.71875,0
2016,EST,1.0,0.0,33.0,31,46,0.6086956521739131,0
2020,EST,2.0,1.0,34.0,30,33,0.5757575757575758,0
2024,EST,0.0,0.0,36.0,21,24,0.6666666666666666,0
1956,ETH,0.0,0.0,0.0,10,12,1.0,0
1960,ETH,1.0,1.0,0.0,8,10,1.0,0
1964,ETH,1.0,1.0,1.0,11,12,1.0,0
1968,ETH,2.0,1.0,2.0,13,18,1.0,0
1972,ETH,2.0,0.0,4.0,20,31,1.0,0
1980,ETH,4.0,2.0,6.0,26,41,0.9512195121951219,0
1992,ETH,3.0,1.0,10.0,11,20,0.7,0
1996,ETH,3.0,2.0,13.0,10,18,0.5555555555555556,0
2000,ETH,8.0,4.0,16.0,11,26,0.5769230769230769,0
2004,ETH,7.0,2.0,24.0,12,26,0.5384615384615384,0
2008,ETH,7.0,4.0,31.0,10,27,0.5185185185185185,0
2012,ETH,8.0,3.0,38.0,14,33,0.5454545454545454,0
2016,ETH,8.0,1.0,46.0,16,37,0.4594594594594595,0
2020,ETH,4.0,1.0,54.0,15,37,0.4594594594594595,0
2024,ETH,4.0,1.0,58.0,13,33,0.48484848484848486,0
1992,EUN,112.0,45.0,0.0,234,473,0.653276955602537,0
1956,FIJ,0.0,0.0,0.0,4,5,1.0,0
1960,FIJ,0.0,0.0,0.0,3,2,1.0,0
1968,FIJ,0.0,0.0,0.0,1,1,1.0,0
1972,FIJ,0.0,0.0,0.0,4,2,1.0,0
1976,FIJ,0.0,0.0,0.0,5,2,0.5,0
1984,FIJ,0.0,0.0,0.0,22,14,0.7857142857142857,0
1988,FIJ,0.0,0.0,0.0,31,23,0.8260869565217391,0
1992,FIJ,0.0,0.0,0.0,32,18,0.7777777777777778,0
1996,FIJ,0.0,0.0,0.0,14,17,0.8235294117647058,0
2000,FIJ,0.0,0.0,0.0,9,7,0.5714285714285714,0
2004,FIJ,0.0,0.0,0.0,9,8,0.5,0
2008,FIJ,0.0,0.0,0.0,6,6,0.6666666666666666,0
2012,FIJ,0.0,0.0,0.0,9,9,0.6666666666666666,0
2016,FIJ,1.0,1.0,0.0,14,53,0.6792452830188679,0
2020,FIJ,2.0,1.0,1.0,8,32,0.5,0
2024,FIJ,1.0,0.0,3.0,11,36,0.5277777777777778,0
1906,FIN,0.0,0.0,0.0,11,4,1.0,0
1908,FIN,5.0,1.0,0.0,23,62,1.0,0
1912,FIN,26.0,9.0,5.0,49,164,0.9878048780487805,0
1920,FIN,34.0,15.0,31.0,51,63,0.9841269841269841,0
1924,FIN,37.0,14.0,65.0,69,121,1.0,0
1928,FIN,25.0,8.0,102.0,48,69,0.9710144927536232,0
1932,FIN,25.0,5.0,127.0,36,40,1.0,0
1936,FIN,20.0,8.0,152.0,70,108,0.9537037037037037,0
1948,FIN,20.0,8.0,172.0,84,129,0.9534883720930233,0
1952,FIN,22.0,6.0,192.0,139,258,0.8837209302325582,1
1956,FIN,15.0,3.0,214.0,67,71,0.9859154929577465,0
1960,FIN,5.0,1.0,229.0,92,117,0.9145299145299145,0
1964,FIN,5.0,3.0,234.0,64,89,0.9438202247191011,0
1968,FIN,4.0,1.0,239.0,61,66,0.9090909090909091,0
1972,FIN,8.0,3.0,243.0,75,96,0.9270833333333334,0
1976,FIN,6.0,4.0,251.0,63,83,0.927710843373494,0
1980,FIN,8.0,3.0,257.0,71,105,0.9428571428571428,0
1984,FIN,12.0,4.0,265.0,76,86,0.8488372093023255,0
1988,FIN,4.0,1.0,277.0,66,78,0.7564102564102564,0
1992,FIN,5.0,1.0,281.0,85,87,0.6781609195402298,0
1996,FIN,4.0,1.0,286.0,74,76,0.618421052631579,0
2000,FIN,4.0,2.0,290.0,64,70,0.5714285714285714,0
2004,FIN,2.0,0.0,294.0,53,53,0.6792452830188679,0
2008,FIN,4.0,1.0,296.0,55,57,0.543859649122807,0
2012,FIN,3.0,0.0,300.0,61,56,0.5178571428571429,0
2016,FIN,1.0,0.0,303.0,55,54,0.48148148148148145,0
2020,FIN,2.0,0.0,304.0,37,45,0.4888888888888889,0
2024,FIN,0.0,0.0,306.0,46,57,0.40350877192982454,0
1896,FRA,11.0,5.0,0.0,18,12,1.0,0
1900,FRA,103.0,27.0,11.0,81,715,0.9832167832167832,1
1904,FRA,1.0,0.0,114.0,2,1,1.0,0
1906,FRA,0.0,0.0,115.0,51,56,0.9821428571428571,0
1908,FRA,19.0,5.0,115.0,54,208,1.0,0
1912,FRA,14.0,7.0,134.0,66,119,0.9915966386554622,0
1920,FRA,41.0,9.0,148.0,113,304,0.9736842105263158,0
1924,FRA,38.0,13.0,189.0,128,401,0.9226932668329177,1
1928,FRA,21.0,6.0,227.0,112,255,0.8588235294117647,0
1932,FRA,20.0,11.0,248.0,57,103,0.941747572815534,0
1936,FRA,19.0,7.0,268.0,100,201,0.945273631840796,0
1948,FRA,29.0,10.0,287.0,135,316,0.8829113924050633,0
1952,FRA,18.0,6.0,316.0,131,245,0.8734693877551021,0
1956,FRA,14.0,4.0,334.0,101,145,0.8758620689655172,0
1960,FRA,5.0,0.0,348.0,120,238,0.8823529411764706,0
1964,FRA,15.0,1.0,353.0,89,138,0.855072463768116,0
1968,FRA,15.0,7.0,368.0,107,200,0.845,0
1972,FRA,13.0,2.0,383.0,132,227,0.8678414096916299,0
1976,FRA,9.0,2.0,396.0,128,206,0.8592233009708737,0
1980,FRA,14.0,6.0,405.0,85,121,0.8099173553719008,0
1984,FRA,28.0,5.0,419.0,139,238,0.7941176470588235,0
1988,FRA,16.0,6.0,447.0,167,266,0.7218045112781954,0
1992,FRA,29.0,8.0,463.0,196,339,0.7109144542772862,0
1996,FRA,37.0,15.0,492.0,183,299,0.6588628762541806,0
2000,FRA,38.0,13.0,529.0,196,336,0.6279761904761905,0
2004,FRA,33.0,11.0,567.0,193,308,0.6331168831168831,0
2008,FRA,43.0,7.0,600.0,205,309,0.6084142394822006,0
2012,FRA,35.0,11.0,643.0,188,324,0.5617283950617284,0
2016,FRA,42.0,10.0,678.0,202,392,0.5739795918367347,0
2020,FRA,33.0,10.0,720.0,218,396,0.5606060606060606,0
2024,FRA,64.0,16.0,753.0,267,601,0.5091514143094842,1
1968,FRG,26.0,5.0,0.0,154,275,0.8436363636363636,0
1972,FRG,40.0,13.0,26.0,183,424,0.8042452830188679,0
1976,FRG,39.0,10.0,66.0,163,290,0.803448275862069,0
1984,FRG,59.0,17.0,105.0,194,389,0.6838046272493573,0
1988,FRG,40.0,11.0,164.0,194,347,0.7031700288184438,0
2000,FSM,0.0,0.0,0.0,5,5,0.6,0
2004,FSM,0.0,0.0,0.0,5,5,0.6,0
2008,FSM,0.0,0.0,0.0,5,5,0.6,0
2012,FSM,0.0,0.0,0.0,6,6,0.6666666666666666,0
2016,FSM,0.0,0.0,0.0,5,5,0.4,0
2020,FSM,0.0,0.0,0.0,3,3,0.6666666666666666,0
2024,FSM,0.0,0.0,0.0,3,3,0.6666666666666666,0
1972,GAB,0.0,0.0,0.0,1,1,1.0,0
1984,GAB,0.0,0.0,0.0,4,4,0.5,0
1988,GAB,0.0,0.0,0.0,2,2,0.5,0
1992,GAB,0.0,0.0,0.0,5,5,0.8,0
1996,GAB,0.0,0.0,0.0,6,7,0.8571428571428571,0
2000,GAB,0.0,0.0,0.0,6,5,0.6,0
2004,GAB,0.0,0.0,0.0,5,5,0.6,0
2008,GAB,0.0,0.0,0.0,4,4,0.5,0
2012,GAB,1.0,0.0,0.0,7,21,0.9047619047619048,0
2016,GAB,0.0,0.0,1.0,6,6,0.6666666666666666,0
2020,GAB,0.0,0.0,1.0,5,5,0.6,0
2024,GAB,0.0,0.0,1.0,5,5,0.4,0
1984,GAM,0.0,0.0,0.0,9,10,0.6,0
1988,GAM,0.0,0.0,0.0,6,6,0.8333333333333334,0
1992,GAM,0.0,0.0,0.0,5,5,1.0,0
1996,GAM,0.0,0.0,0.0,6,9,0.8888888888888888,0
2000,GAM,0.0,0.0,0.0,2,2,0.5,0
2004,GAM,0.0,0.0,0.0,3,2,0.5,0
2008,GAM,0.0,0.0,0.0,3,3,0.6666666666666666,0
2012,GAM,0.0,0.0,0.0,2,2,0.5,0
2016,GAM,0.0,0.0,0.0,4,4,0.75,0
2020,GAM,0.0,0.0,0.0,5,4,0.75,0
2024,GAM,0.0,0.0,0.0,8,7,0.5714285714285714,0
1896,GBR,7.0,2.0,0.0,19,10,1.0,0
1900,GBR,31.0,15.0,7.0,39,104,0.9903846153846154,0
1904,GBR,2.0,1.0,38.0,4,6,1.0,0
1906,GBR,0.0,0.0,40.0,42,48,1.0,0
1908,GBR,146.0,56.0,40.0,108,732,0.9467213114754098,1
1912,GBR,41.0,10.0,186.0,79,273,0.9633699633699634,0
1920,GBR,42.0,14.0,227.0,84,234,0.9316239316239316,0
1924,GBR,34.0,9.0,269.0,115,267,0.8951310861423221,0
1928,GBR,20.0,3.0,303.0,84,230,0.8652173913043478,0
1932,GBR,17.0,5.0,323.0,50,107,0.8411214953271028,0
1936,GBR,14.0,4.0,340.0,91,208,0.8221153846153846,0
1948,GBR,23.0,3.0,354.0,139,406,0.8300492610837439,1
1952,GBR,11.0,1.0,377.0,127,256,0.828125,0
1956,GBR,24.0,6.0,388.0,113,197,0.8527918781725888,0
1960,GBR,20.0,2.0,412.0,130,253,0.8142292490118577,0
1964,GBR,18.0,4.0,432.0,124,204,0.7843137254901961,0
1968,GBR,13.0,5.0,450.0,133,225,0.7777777777777778,0
1972,GBR,18.0,4.0,463.0,159,284,0.7394366197183099,0
1976,GBR,13.0,3.0,481.0,148,242,0.7272727272727273,0
1980,GBR,21.0,5.0,494.0,145,219,0.680365296803653,0
1984,GBR,37.0,5.0,515.0,190,337,0.6795252225519288,0
1988,GBR,24.0,5.0,552.0,191,345,0.6347826086956522,0
1992,GBR,20.0,5.0,576.0,203,371,0.6172506738544474,0
1996,GBR,15.0,1.0,596.0,175,300,0.6133333333333333,0
2000,GBR,28.0,11.0,611.0,179,309,0.5857605177993528,0
2004,GBR,30.0,9.0,639.0,162,264,0.6098484848484849,0
2008,GBR,51.0,19.0,669.0,185,303,0.5379537953795379,0
2012,GBR,65.0,29.0,720.0,249,530,0.5150943396226415,1
2016,GBR,67.0,27.0,785.0,198,360,0.5583333333333333,0
2020,GBR,64.0,22.0,852.0,213,392,0.46938775510204084,0
2024,GBR,65.0,14.0,916.0,195,343,0.48104956268221577,0
1996,GBS,0.0,0.0,0.0,3,3,1.0,0
2000,GBS,0.0,0.0,0.0,3,3,0.6666666666666666,0
2004,GBS,0.0,0.0,0.0,3,3,0.3333333333333333,0
2008,GBS,0.0,0.0,0.0,3,3,0.6666666666666666,0
2012,GBS,0.0,0.0,0.0,4,4,0.5,0
2016,GBS,0.0,0.0,0.0,5,5,0.6,0
2020,GBS,0.0,0.0,0.0,4,4,0.75,0
2024,GBS,0.0,0.0,0.0,6,6,1.0,0
1968,GDR,25.0,9.0,0.0,124,224,0.8258928571428571,0
1972,GDR,66.0,20.0,25.0,161,297,0.7777777777777778,0
1976,GDR,90.0,40.0,91.0,139,267,0.5767790262172284,0
1980,GDR,126.0,47.0,181.0,167,346,0.6416184971098265,0
1988,GDR,102.0,37.0,307.0,157,259,0.6061776061776062,0
1996,GEO,2.0,0.0,0.0,39,34,0.7941176470588235,0
2000,GEO,6.0,0.0,2.0,41,36,0.75,0
2004,GEO,4.0,2.0,8.0,38,32,0.8125,0
2008,GEO,7.0,3.0,12.0,35,35,0.7714285714285715,0
2012,GEO,6.0,1.0,19.0,35,34,0.8235294117647058,0
2016,GEO,7.0,2.0,25.0,40,40,0.75,0
2020,GEO,8.0,2.0,32.0,35,35,0.8285714285714286,0
2024,GEO,7.0,3.0,40.0,30,28,0.75,0
1984,GEQ,0.0,0.0,0.0,5,4,1.0,0
1988,GEQ,0.0,0.0,0.0,7,6,0.6666666666666666,0
1992,GEQ,0.0,0.0,0.0,8,7,0.7142857142857143,0
1996,GEQ,0.0,0.0,0.0,5,5,0.8,0
2000,GEQ,0.0,0.0,0.0,4,4,0.5,0
2004,GEQ,0.0,0.0,0.0,2,2,0.5,0
2008,GEQ,0.0,0.0,0.0,3,3,0.6666666666666666,0
2012,GEQ,0.0,0.0,0.0,2,2,0.5,0
2016,GEQ,0.0,0.0,0.0,1,1,1.0,0
2020,GEQ,0.0,0.0,0.0,3,3,0.6666666666666666,0
2024,GEQ,0.0,0.0,0.0,3,3,0.6666666666666666,0
1896,GER,13.0,6.0,0.0,27,19,1.0,0
1900,GER,9.0,4.0,13.0,27,76,1.0,0
1904,GER,15.0,4.0,22.0,25,22,1.0,0
1906,GER,0.0,0.0,37.0,41,49,1.0,0
1908,GER,13.0,3.0,37.0,41,82,0.975609756097561,0
1912,GER,25.0,5.0,50.0,69,185,0.972972972972973,0
1928,GER,31.0,10.0,75.0,95,293,0.8805460750853242,0
1932,GER,24.0,5.0,106.0,67,145,0.9379310344827586,0
1936,GER,101.0,38.0,130.0,143,433,0.8983833718244804,1
1952,GER,24.0,0.0,231.0,123,205,0.8439024390243902,0
1956,GER,0.0,0.0,255.0,100,167,0.8383233532934131,0
1960,GER,0.0,0.0,255.0,148,293,0.8122866894197952,0
1964,GER,0.0,0.0,255.0,159,337,0.8160237388724035,0
1992,GER,82.0,33.0,255.0,237,463,0.6479481641468683,0
1996,GER,65.0,20.0,337.0,234,464,0.5969827586206896,0
2000,GER,56.0,13.0,402.0,234,422,0.5710900473933649,0
2004,GER,49.0,13.0,458.0,228,441,0.5668934240362812,0
2008,GER,41.0,16.0,507.0,207,420,0.5642857142857143,0
2012,GER,44.0,11.0,548.0,213,383,0.5535248041775457,0
2016,GER,42.0,17.0,592.0,217,418,0.5358851674641149,0
2020,GER,37.0,10.0,634.0,227,415,0.5951807228915663,0
2024,GER,33.0,12.0,671.0,234,457,0.5076586433260394,0
1952,GHA,0.0,0.0,0.0,5,7,1.0,0
1960,GHA,1.0,0.0,0.0,12,13,1.0,0
1964,GHA,0.0,0.0,1.0,18,33,0.9090909090909091,0
1968,GHA,0.0,0.0,1.0,18,31,0.967741935483871,0
1972,GHA,0.0,0.0,1.0,17,35,0.9428571428571428,0
1984,GHA,0.0,0.0,1.0,17,21,0.6666666666666666,0
1988,GHA,0.0,0.0,1.0,13,16,0.625,0
1992,GHA,0.0,0.0,1.0,13,34,0.9411764705882353,0
1996,GHA,0.0,0.0,1.0,15,35,0.9428571428571428,0
2000,GHA,0.0,0.0,1.0,13,22,0.7272727272727273,0
2004,GHA,0.0,0.0,1.0,9,26,0.8846153846153846,0
2008,GHA,0.0,0.0,1.0,9,9,0.8888888888888888,0
2012,GHA,0.0,0.0,1.0,7,7,0.7142857142857143,0
2016,GHA,0.0,0.0,1.0,12,13,0.5384615384615384,0
2020,GHA,0.0,0.0,1.0,11,14,0.8571428571428571,0
2024,GHA,0.0,0.0,1.0,5,9,0.7777777777777778,0
1896,GRE,47.0,10.0,0.0,39,102,1.0,1
1900,GRE,0.0,0.0,47.0,3,3,1.0,0
1904,GRE,2.0,1.0,47.0,5,14,1.0,0
1906,GRE,0.0,0.0,49.0,70,312,0.9839743589743589,0
1908,GRE,4.0,0.0,49.0,25,20,1.0,0
1912,GRE,2.0,1.0,53.0,25,22,1.0,0
1920,GRE,1.0,0.0,55.0,34,47,1.0,0
1924,GRE,0.0,0.0,56.0,37,39,0.9743589743589743,0
1928,GRE,0.0,0.0,56.0,26,23,1.0,0
1932,GRE,0.0,0.0,56.0,12,10,1.0,0
1936,GRE,0.0,0.0,56.0,34,41,0.975609756097561,0
1948,GRE,0.0,0.0,56.0,44,61,0.9836065573770492,0
1952,GRE,0.0,0.0,56.0,24,48,1.0,0
1956,GRE,1.0,0.0,56.0,13,13,1.0,0
1960,GRE,1.0,1.0,57.0,38,48,1.0,0
1964,GRE,0.0,0.0,58.0,16,18,1.0,0
1968,GRE,1.0,0.0,58.0,27,44,1.0,0
1972,GRE,2.0,0.0,59.0,46,60,0.9666666666666667,0
1976,GRE,0.0,0.0,61.0,34,36,0.9444444444444444,0
1980,GRE,3.0,1.0,61.0,31,41,0.926829268292683,0
1984,GRE,2.0,0.0,64.0,49,63,0.9365079365079365,0
1988,GRE,1.0,0.0,66.0,43,56,0.7857142857142857,0
1992,GRE,2.0,2.0,67.0,53,70,0.8,0
1996,GRE,8.0,4.0,69.0,94,121,0.71900826446281,0
2000,GRE,13.0,4.0,77.0,114,140,0.5857142857142857,0
2004,GRE,16.0,6.0,90.0,215,426,0.5046948356807511,1
2008,GRE,3.0,0.0,106.0,105,152,0.5394736842105263,0
2012,GRE,2.0,0.0,109.0,76,102,0.6372549019607843,0
2016,GRE,6.0,3.0,111.0,65,92,0.6086956521739131,0
2020,GRE,4.0,2.0,117.0,59,82,0.5609756097560976,0
2024,GRE,8.0,1.0,121.0,57,100,0.59,0
1984,GRN,0.0,0.0,0.0,6,6,0.8333333333333334,0
1988,GRN,0.0,0.0,0.0,7,6,0.6666666666666666,0
1992,GRN,0.0,0.0,0.0,5,4,0.75,0
1996,GRN,0.0,0.0,0.0,2,5,1.0,0
2000,GRN,0.0,0.0,0.0,3,3,0.6666666666666666,0
2004,GRN,0.0,0.0,0.0,5,5,0.6,0
2008,GRN,0.0,0.0,0.0,8,9,0.4444444444444444,0
2012,GRN,1.0,1.0,0.0,8,8,0.625,0
2016,GRN,1.0,0.0,1.0,4,6,0.8333333333333334,0
2020,GRN,1.0,0.0,2.0,6,6,0.6666666666666666,0
2024,GRN,2.0,0.0,3.0,6,6,0.6666666666666666,0
1932,GUA,0.0,0.0,0.0,1,1,0.0,0
1952,GUA,0.0,0.0,0.0,26,21,0.9523809523809523,0
1968,GUA,0.0,0.0,0.0,37,48,0.9791666666666666,0
1972,GUA,0.0,0.0,0.0,10,8,1.0,0
1976,GUA,0.0,0.0,0.0,8,28,0.9285714285714286,0
1980,GUA,0.0,0.0,0.0,7,10,1.0,0
1984,GUA,0.0,0.0,0.0,40,24,0.8333333333333334,0
1988,GUA,0.0,0.0,0.0,16,28,0.8928571428571429,0
1992,GUA,0.0,0.0,0.0,27,14,0.8571428571428571,0
1996,GUA,0.0,0.0,0.0,20,26,0.9615384615384616,0
2000,GUA,0.0,0.0,0.0,14,15,0.9333333333333333,0
2004,GUA,0.0,0.0,0.0,17,18,0.6111111111111112,0
2008,GUA,0.0,0.0,0.0,12,12,0.75,0
2012,GUA,1.0,0.0,0.0,21,19,0.631578947368421,0
2016,GUA,0.0,0.0,1.0,19,21,0.7142857142857143,0
2020,GUA,0.0,0.0,1.0,17,24,0.5833333333333334,0
2024,GUA,2.0,1.0,1.0,14,16,0.625,0
1968,GUI,0.0,0.0,0.0,1,14,1.0,0
1980,GUI,0.0,0.0,0.0,10,9,1.0,0
1984,GUI,0.0,0.0,0.0,1,1,1.0,0
1988,GUI,0.0,0.0,0.0,7,6,1.0,0
1992,GUI,0.0,0.0,0.0,11,8,0.75,0
1996,GUI,0.0,0.0,0.0,5,5,0.8,0
2000,GUI,0.0,0.0,0.0,6,6,0.5,0
2004,GUI,0.0,0.0,0.0,4,3,0.6666666666666666,0
2008,GUI,0.0,0.0,0.0,5,5,0.4,0
2012,GUI,0.0,0.0,0.0,4,4,0.5,0
2016,GUI,0.0,0.0,0.0,5,5,0.4,0
2020,GUI,0.0,0.0,0.0,5,5,0.4,0
2024,GUI,0.0,0.0,0.0,7,25,0.8,0
1988,GUM,0.0,0.0,0.0,22,19,0.7368421052631579,0
1992,GUM,0.0,0.0,0.0,27,22,0.7272727272727273,0
1996,GUM,0.0,0.0,0.0,9,8,0.75,0
2000,GUM,0.0,0.0,0.0,7,7,0.7142857142857143,0
2004,GUM,0.0,0.0,0.0,4,4,0.75,0
2008,GUM,0.0,0.0,0.0,7,6,0.6666666666666666,0
2012,GUM,0.0,0.0,0.0,8,8,0.625,0
2016,GUM,0.0,0.0,0.0,5,5,0.6,0
2020,GUM,0.0,0.0,0.0,5,5,0.4,0
2024,GUM,0.0,0.0,0.0,9,7,0.14285714285714285,0
1948,GUY,0.0,0.0,0.0,7,4,1.0,0
1952,GUY,0.0,0.0,0.0,1,1,1.0,0
1956,GUY,0.0,0.0,0.0,6,4,0.75,0
1960,GUY,0.0,0.0,0.0,6,5,0.8,0
1964,GUY,0.0,0.0,0.0,1,1,1.0,0
1968,GUY,0.0,0.0,0.0,6,5,1.0,0
1972,GUY,0.0,0.0,0.0,4,3,1.0,0
1980,GUY,1.0,0.0,0.0,10,8,0.875,0
1984,GUY,0.0,0.0,1.0,12,10,0.8,0
1988,GUY,0.0,0.0,1.0,8,8,0.875,0
1992,GUY,0.0,0.0,1.0,7,6,0.8333333333333334,0
1996,GUY,0.0,0.0,1.0,6,7,0.8571428571428571,0
2000,GUY,0.0,0.0,1.0,4,4,0.75,0
2004,GUY,0.0,0.0,1.0,4,4,0.5,0
2008,GUY,0.0,0.0,1.0,4,4,0.5,0
2012,GUY,0.0,0.0,1.0,6,6,0.6666666666666666,0
2016,GUY,0.0,0.0,1.0,7,6,0.5,0
2020,GUY,0.0,0.0,1.0,7,7,0.42857142857142855,0
2024,GUY,0.0,0.0,1.0,5,5,0.4,0
1900,HAI,0.0,0.0,0.0,4,3,1.0,0
1924,HAI,1.0,0.0,0.0,9,8,1.0,0
1928,HAI,1.0,0.0,1.0,3,2,1.0,0
1932,HAI,0.0,0.0,2.0,3,3,1.0,0
1960,HAI,0.0,0.0,2.0,1,1,1.0,0
1972,HAI,0.0,0.0,2.0,7,7,0.8571428571428571,0
1976,HAI,0.0,0.0,2.0,14,13,0.7692307692307693,0
1984,HAI,0.0,0.0,2.0,2,3,0.3333333333333333,0
1988,HAI,0.0,0.0,2.0,5,4,0.75,0
1992,HAI,0.0,0.0,2.0,8,7,1.0,0
1996,HAI,0.0,0.0,2.0,7,7,1.0,0
2000,HAI,0.0,0.0,2.0,5,5,0.6,0
2004,HAI,0.0,0.0,2.0,8,8,0.875,0
2008,HAI,0.0,0.0,2.0,7,7,0.42857142857142855,0
2012,HAI,0.0,0.0,2.0,5,5,0.6,0
2016,HAI,0.0,0.0,2.0,10,10,0.7,0
2020,HAI,0.0,0.0,2.0,6,6,0.3333333333333333,0
2024,HAI,0.0,0.0,2.0,12,7,0.5714285714285714,0
1952,HKG,0.0,0.0,0.0,6,4,0.5,0
1956,HKG,0.0,0.0,0.0,3,2,1.0,0
1960,HKG,0.0,0.0,0.0,3,4,1.0,0
1964,HKG,0.0,0.0,0.0,24,39,0.9743589743589743,0
1968,HKG,0.0,0.0,0.0,12,11,1.0,0
1972,HKG,0.0,0.0,0.0,13,10,1.0,0
1976,HKG,0.0,0.0,0.0,27,25,0.92,0
1984,HKG,0.0,0.0,0.0,47,47,0.7659574468085106,0
1988,HKG,0.0,0.0,0.0,49,48,0.7916666666666666,0
1992,HKG,0.0,0.0,0.0,39,37,0.7297297297297297,0
1996,HKG,1.0,1.0,0.0,25,22,0.5909090909090909,0
2000,HKG,0.0,0.0,1.0,34,31,0.6129032258064516,0
2004,HKG,1.0,0.0,1.0,29,32,0.4375,0
2008,HKG,0.0,0.0,2.0,33,34,0.5,0
2012,HKG,1.0,0.0,2.0,44,41,0.5121951219512195,0
2016,HKG,0.0,0.0,3.0,32,36,0.4166666666666667,0
2020,HKG,6.0,1.0,3.0,38,44,0.38636363636363635,0
2024,HKG,4.0,2.0,9.0,35,34,0.47058823529411764,0
1968,HON,0.0,0.0,0.0,4,6,1.0,0
1976,HON,0.0,0.0,0.0,2,3,1.0,0
1984,HON,0.0,0.0,0.0,20,10,0.7,0
1988,HON,0.0,0.0,0.0,15,8,0.875,0
1992,HON,0.0,0.0,0.0,25,10,0.7,0
1996,HON,0.0,0.0,0.0,7,7,0.5714285714285714,0
2000,HON,0.0,0.0,0.0,4,20,0.9,0
2004,HON,0.0,0.0,0.0,5,5,0.6,0
2008,HON,0.0,0.0,0.0,8,25,0.92,0
2012,HON,0.0,0.0,0.0,10,25,0.88,0
2016,HON,0.0,0.0,0.0,8,23,0.9565217391304348,0
2020,HON,0.0,0.0,0.0,7,27,0.8888888888888888,0
2024,HON,0.0,0.0,0.0,4,4,0.75,0
1896,HUN,6.0,2.0,0.0,14,7,1.0,0
1900,HUN,5.0,1.0,6.0,21,18,1.0,0
1904,HUN,4.0,2.0,11.0,9,4,1.0,0
1906,HUN,0.0,0.0,15.0,41,35,1.0,0
1908,HUN,9.0,3.0,15.0,37,65,1.0,0
1912,HUN,8.0,3.0,24.0,52,121,1.0,0
1924,HUN,9.0,2.0,32.0,54,89,0.9662921348314607,0
1928,HUN,9.0,4.0,41.0,63,109,0.8532110091743119,0
1932,HUN,16.0,6.0,50.0,39,58,0.9655172413793104,0
1936,HUN,16.0,10.0,66.0,104,216,0.9120370370370371,0
1948,HUN,27.0,10.0,82.0,76,128,0.8359375,0
1952,HUN,42.0,16.0,109.0,107,188,0.8563829787234043,0
